,CENTRO_SALUD,ANIO,RANGO_EDAD,VACUNA,MES,PROVINCIA,DISTRITO,CANTIDAD DE PERSONAL,POBLACION,PRESUPUESTO,%,CANTIDAD
10036,PUESTO DE SALUD MERIBA,2019,<1_ANIO,PENTA,FEBRERO,PADRE ABAD,CURIMANA,,9803,1000320,0.0,0
10037,PUESTO DE SALUD MERIBA,2019,<1_ANIO,PENTA,JULIO,PADRE ABAD,CURIMANA,,9803,1352080,0.0,0
10038,PUESTO DE SALUD MERIBA,2019,<1_ANIO,PENTA,JUNIO,PADRE ABAD,CURIMANA,,9803,1235133,0.0,0
10039,PUESTO DE SALUD MERIBA,2019,<1_ANIO,PENTA,MARZO,PADRE ABAD,CURIMANA,,9803,1003216,0.0,0
10040,PUESTO DE SALUD MERIBA,2019,<1_ANIO,PENTA,MAYO,PADRE ABAD,CURIMANA,,9803,1030125,28.571428571428573,2
10041,PUESTO DE SALUD MERIBA,2019,<1_ANIO,PENTA,NOVIEMBRE,PADRE ABAD,CURIMANA,,9803,1813790,0.0,0
10042,PUESTO DE SALUD MERIBA,2019,<1_ANIO,PENTA,OCTUBRE,PADRE ABAD,CURIMANA,,9803,619318,0.0,0
10043,PUESTO DE SALUD MERIBA,2019,<1_ANIO,PENTA,SETIEMBRE,PADRE ABAD,CURIMANA,,9803,85800,14.285714285714286,1
10044,PUESTO DE SALUD MERIBA,2019,<1_ANIO,ROTA,ABRIL,PADRE ABAD,CURIMANA,,9803,998497,0.0,0
10045,PUESTO DE SALUD MERIBA,2019,<1_ANIO,ROTA,AGOSTO,PADRE ABAD,CURIMANA,,9803,3650033,0.0,0
10046,PUESTO DE SALUD MERIBA,2019,<1_ANIO,ROTA,DICIEMBRE,PADRE ABAD,CURIMANA,,9803,1953340,14.285714285714286,1
10047,PUESTO DE SALUD MERIBA,2019,<1_ANIO,ROTA,ENERO,PADRE ABAD,CURIMANA,,9803,924269,0.0,0
10048,PUESTO DE SALUD MERIBA,2019,<1_ANIO,ROTA,FEBRERO,PADRE ABAD,CURIMANA,,9803,1000320,0.0,0
10049,PUESTO DE SALUD MERIBA,2019,<1_ANIO,ROTA,JULIO,PADRE ABAD,CURIMANA,,9803,1352080,14.285714285714286,1
10050,PUESTO DE SALUD MERIBA,2019,<1_ANIO,ROTA,JUNIO,PADRE ABAD,CURIMANA,,9803,1235133,0.0,0
10051,PUESTO DE SALUD MERIBA,2019,<1_ANIO,ROTA,MARZO,PADRE ABAD,CURIMANA,,9803,1003216,0.0,0
10052,PUESTO DE SALUD MERIBA,2019,<1_ANIO,ROTA,MAYO,PADRE ABAD,CURIMANA,,9803,1030125,0.0,0
10053,PUESTO DE SALUD MERIBA,2019,<1_ANIO,ROTA,NOVIEMBRE,PADRE ABAD,CURIMANA,,9803,1813790,14.285714285714286,1
10054,PUESTO DE SALUD MERIBA,2019,<1_ANIO,ROTA,OCTUBRE,PADRE ABAD,CURIMANA,,9803,619318,14.285714285714286,1
10055,PUESTO DE SALUD MERIBA,2019,<1_ANIO,ROTA,SETIEMBRE,PADRE ABAD,CURIMANA,,9803,85800,0.0,0
10056,PUESTO DE SALUD MERIBA,2019,RN,BCG,ABRIL,PADRE ABAD,CURIMANA,,9803,998497,0.0,0
10057,PUESTO DE SALUD MERIBA,2019,RN,BCG,AGOSTO,PADRE ABAD,CURIMANA,,9803,3650033,100.0,1
10058,PUESTO DE SALUD MERIBA,2019,RN,BCG,DICIEMBRE,PADRE ABAD,CURIMANA,,9803,1953340,0.0,0
10059,PUESTO DE SALUD MERIBA,2019,RN,BCG,ENERO,PADRE ABAD,CURIMANA,,9803,924269,0.0,0
10060,PUESTO DE SALUD MERIBA,2019,RN,BCG,FEBRERO,PADRE ABAD,CURIMANA,,9803,1000320,0.0,0
10061,PUESTO DE SALUD MERIBA,2019,RN,BCG,JULIO,PADRE ABAD,CURIMANA,,9803,1352080,0.0,0
10062,PUESTO DE SALUD MERIBA,2019,RN,BCG,JUNIO,PADRE ABAD,CURIMANA,,9803,1235133,0.0,0
10063,PUESTO DE SALUD MERIBA,2019,RN,BCG,MARZO,PADRE ABAD,CURIMANA,,9803,1003216,0.0,0
10064,PUESTO DE SALUD MERIBA,2019,RN,BCG,MAYO,PADRE ABAD,CURIMANA,,9803,1030125,0.0,0
10065,PUESTO DE SALUD MERIBA,2019,RN,BCG,NOVIEMBRE,PADRE ABAD,CURIMANA,,9803,1813790,0.0,0
10066,PUESTO DE SALUD MERIBA,2019,RN,BCG,OCTUBRE,PADRE ABAD,CURIMANA,,9803,619318,0.0,0
10067,PUESTO DE SALUD MERIBA,2019,RN,BCG,SETIEMBRE,PADRE ABAD,CURIMANA,,9803,85800,0.0,0
10068,PUESTO DE SALUD MERIBA,2019,RN,HVB,ABRIL,PADRE ABAD,CURIMANA,,9803,998497,0.0,0
10069,PUESTO DE SALUD MERIBA,2019,RN,HVB,AGOSTO,PADRE ABAD,CURIMANA,,9803,3650033,0.0,0
10070,PUESTO DE SALUD MERIBA,2019,RN,HVB,DICIEMBRE,PADRE ABAD,CURIMANA,,9803,1953340,0.0,0
10071,PUESTO DE SALUD MERIBA,2019,RN,HVB,ENERO,PADRE ABAD,CURIMANA,,9803,924269,0.0,0
10072,PUESTO DE SALUD MERIBA,2019,RN,HVB,FEBRERO,PADRE ABAD,CURIMANA,,9803,1000320,0.0,0
10073,PUESTO DE SALUD MERIBA,2019,RN,HVB,JULIO,PADRE ABAD,CURIMANA,,9803,1352080,0.0,0
10074,PUESTO DE SALUD MERIBA,2019,RN,HVB,JUNIO,PADRE ABAD,CURIMANA,,9803,1235133,0.0,0
10075,PUESTO DE SALUD MERIBA,2019,RN,HVB,MARZO,PADRE ABAD,CURIMANA,,9803,1003216,0.0,0
10076,PUESTO DE SALUD MERIBA,2019,RN,HVB,MAYO,PADRE ABAD,CURIMANA,,9803,1030125,0.0,0
10077,PUESTO DE SALUD MERIBA,2019,RN,HVB,NOVIEMBRE,PADRE ABAD,CURIMANA,,9803,1813790,0.0,0
10078,PUESTO DE SALUD MERIBA,2019,RN,HVB,OCTUBRE,PADRE ABAD,CURIMANA,,9803,619318,0.0,0
10079,PUESTO DE SALUD MERIBA,2019,RN,HVB,SETIEMBRE,PADRE ABAD,CURIMANA,,9803,85800,0.0,0
12780,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,AMA,ABRIL,CORONEL PORTILLO,CALLERIA,,168924,998497,0.0,0
12781,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,AMA,AGOSTO,CORONEL PORTILLO,CALLERIA,,168924,3650033,0.0,0
12782,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,AMA,DICIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,1953340,0.0,0
12783,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,AMA,ENERO,CORONEL PORTILLO,CALLERIA,,168924,924269,0.0,0
12784,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,AMA,FEBRERO,CORONEL PORTILLO,CALLERIA,,168924,1000320,0.0,0
12785,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,AMA,JULIO,CORONEL PORTILLO,CALLERIA,,168924,1352080,0.0,0
12786,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,AMA,JUNIO,CORONEL PORTILLO,CALLERIA,,168924,1235133,0.0,0
12787,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,AMA,MARZO,CORONEL PORTILLO,CALLERIA,,168924,1003216,0.0,0
12788,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,AMA,MAYO,CORONEL PORTILLO,CALLERIA,,168924,1030125,0.0,0
12789,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,AMA,NOVIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,1813790,0.0,0
12790,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,AMA,OCTUBRE,CORONEL PORTILLO,CALLERIA,,168924,619318,0.0,0
12791,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,AMA,SETIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,85800,0.0,0
12792,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,APO_REF,ABRIL,CORONEL PORTILLO,CALLERIA,,168924,998497,0.0,0
12793,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,APO_REF,AGOSTO,CORONEL PORTILLO,CALLERIA,,168924,3650033,0.0,0
12794,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,APO_REF,DICIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,1953340,0.0,0
12795,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,APO_REF,ENERO,CORONEL PORTILLO,CALLERIA,,168924,924269,0.0,0
12796,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,APO_REF,FEBRERO,CORONEL PORTILLO,CALLERIA,,168924,1000320,0.0,0
12797,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,APO_REF,JULIO,CORONEL PORTILLO,CALLERIA,,168924,1352080,0.0,0
12798,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,APO_REF,JUNIO,CORONEL PORTILLO,CALLERIA,,168924,1235133,0.0,0
12799,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,APO_REF,MARZO,CORONEL PORTILLO,CALLERIA,,168924,1003216,0.0,0
12800,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,APO_REF,MAYO,CORONEL PORTILLO,CALLERIA,,168924,1030125,0.0,0
12801,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,APO_REF,NOVIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,1813790,0.0,0
12802,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,APO_REF,OCTUBRE,CORONEL PORTILLO,CALLERIA,,168924,619318,0.0,0
12803,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,APO_REF,SETIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,85800,0.0,0
12804,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,APT,ABRIL,CORONEL PORTILLO,CALLERIA,,168924,998497,0.0,0
12805,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,APT,AGOSTO,CORONEL PORTILLO,CALLERIA,,168924,3650033,0.0,0
12806,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,APT,DICIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,1953340,0.0,0
12807,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,APT,ENERO,CORONEL PORTILLO,CALLERIA,,168924,924269,0.0,0
12808,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,APT,FEBRERO,CORONEL PORTILLO,CALLERIA,,168924,1000320,0.0,0
12809,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,APT,JULIO,CORONEL PORTILLO,CALLERIA,,168924,1352080,0.0,0
12810,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,APT,JUNIO,CORONEL PORTILLO,CALLERIA,,168924,1235133,0.0,0
12811,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,APT,MARZO,CORONEL PORTILLO,CALLERIA,,168924,1003216,0.0,0
12812,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,APT,MAYO,CORONEL PORTILLO,CALLERIA,,168924,1030125,0.0,0
12813,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,APT,NOVIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,1813790,0.0,0
12814,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,APT,OCTUBRE,CORONEL PORTILLO,CALLERIA,,168924,619318,0.0,0
12815,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,APT,SETIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,85800,0.0,0
12816,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,NEUMO,ABRIL,CORONEL PORTILLO,CALLERIA,,168924,998497,0.0,0
12817,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,NEUMO,AGOSTO,CORONEL PORTILLO,CALLERIA,,168924,3650033,0.0,0
12818,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,NEUMO,DICIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,1953340,0.0,0
12819,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,NEUMO,ENERO,CORONEL PORTILLO,CALLERIA,,168924,924269,0.0,0
12820,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,NEUMO,FEBRERO,CORONEL PORTILLO,CALLERIA,,168924,1000320,0.0,0
12821,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,NEUMO,JULIO,CORONEL PORTILLO,CALLERIA,,168924,1352080,0.0,0
12822,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,NEUMO,JUNIO,CORONEL PORTILLO,CALLERIA,,168924,1235133,0.0,0
12823,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,NEUMO,MARZO,CORONEL PORTILLO,CALLERIA,,168924,1003216,0.0,0
12824,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,NEUMO,MAYO,CORONEL PORTILLO,CALLERIA,,168924,1030125,0.0,0
12825,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,NEUMO,NOVIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,1813790,0.0,0
12826,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,NEUMO,OCTUBRE,CORONEL PORTILLO,CALLERIA,,168924,619318,0.0,0
12827,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,NEUMO,SETIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,85800,0.0,0
12828,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,SPR,ABRIL,CORONEL PORTILLO,CALLERIA,,168924,998497,0.0,0
12829,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,SPR,AGOSTO,CORONEL PORTILLO,CALLERIA,,168924,3650033,0.0,0
12830,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,SPR,DICIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,1953340,0.0,0
12831,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,SPR,ENERO,CORONEL PORTILLO,CALLERIA,,168924,924269,0.0,0
12832,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,SPR,FEBRERO,CORONEL PORTILLO,CALLERIA,,168924,1000320,0.0,0
12833,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,SPR,JULIO,CORONEL PORTILLO,CALLERIA,,168924,1352080,0.0,0
12834,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,SPR,JUNIO,CORONEL PORTILLO,CALLERIA,,168924,1235133,0.0,0
12835,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,SPR,MARZO,CORONEL PORTILLO,CALLERIA,,168924,1003216,0.0,0
12836,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,SPR,MAYO,CORONEL PORTILLO,CALLERIA,,168924,1030125,0.0,0
12837,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,SPR,NOVIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,1813790,0.0,0
12838,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,SPR,OCTUBRE,CORONEL PORTILLO,CALLERIA,,168924,619318,0.0,0
12839,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,SPR,SETIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,85800,0.0,0
12840,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,VARI,ABRIL,CORONEL PORTILLO,CALLERIA,,168924,998497,0.0,0
12841,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,VARI,AGOSTO,CORONEL PORTILLO,CALLERIA,,168924,3650033,0.0,0
12842,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,VARI,DICIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,1953340,0.0,0
12843,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,VARI,ENERO,CORONEL PORTILLO,CALLERIA,,168924,924269,0.0,0
12844,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,VARI,FEBRERO,CORONEL PORTILLO,CALLERIA,,168924,1000320,0.0,0
12845,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,VARI,JULIO,CORONEL PORTILLO,CALLERIA,,168924,1352080,0.0,0
12846,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,VARI,JUNIO,CORONEL PORTILLO,CALLERIA,,168924,1235133,0.0,0
12847,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,VARI,MARZO,CORONEL PORTILLO,CALLERIA,,168924,1003216,0.0,0
12848,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,VARI,MAYO,CORONEL PORTILLO,CALLERIA,,168924,1030125,0.0,0
12849,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,VARI,NOVIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,1813790,0.0,0
12850,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,VARI,OCTUBRE,CORONEL PORTILLO,CALLERIA,,168924,619318,0.0,0
12851,HOSPITAL II PUCALLPA ESSALUD,2019,1_ANIO,VARI,SETIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,85800,0.0,0
12852,HOSPITAL II PUCALLPA ESSALUD,2019,2_ANIOS,INFLUENZA,ABRIL,CORONEL PORTILLO,CALLERIA,,168924,998497,0.0,0
12853,HOSPITAL II PUCALLPA ESSALUD,2019,2_ANIOS,INFLUENZA,AGOSTO,CORONEL PORTILLO,CALLERIA,,168924,3650033,0.0,0
12854,HOSPITAL II PUCALLPA ESSALUD,2019,2_ANIOS,INFLUENZA,DICIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,1953340,0.0,0
12855,HOSPITAL II PUCALLPA ESSALUD,2019,2_ANIOS,INFLUENZA,ENERO,CORONEL PORTILLO,CALLERIA,,168924,924269,0.0,0
12856,HOSPITAL II PUCALLPA ESSALUD,2019,2_ANIOS,INFLUENZA,FEBRERO,CORONEL PORTILLO,CALLERIA,,168924,1000320,0.0,0
12857,HOSPITAL II PUCALLPA ESSALUD,2019,2_ANIOS,INFLUENZA,JULIO,CORONEL PORTILLO,CALLERIA,,168924,1352080,0.0,0
12858,HOSPITAL II PUCALLPA ESSALUD,2019,2_ANIOS,INFLUENZA,JUNIO,CORONEL PORTILLO,CALLERIA,,168924,1235133,0.0,0
12859,HOSPITAL II PUCALLPA ESSALUD,2019,2_ANIOS,INFLUENZA,MARZO,CORONEL PORTILLO,CALLERIA,,168924,1003216,0.0,0
12860,HOSPITAL II PUCALLPA ESSALUD,2019,2_ANIOS,INFLUENZA,MAYO,CORONEL PORTILLO,CALLERIA,,168924,1030125,0.0,0
12861,HOSPITAL II PUCALLPA ESSALUD,2019,2_ANIOS,INFLUENZA,NOVIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,1813790,0.0,0
12862,HOSPITAL II PUCALLPA ESSALUD,2019,2_ANIOS,INFLUENZA,OCTUBRE,CORONEL PORTILLO,CALLERIA,,168924,619318,0.0,0
12863,HOSPITAL II PUCALLPA ESSALUD,2019,2_ANIOS,INFLUENZA,SETIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,85800,0.0,0
12864,HOSPITAL II PUCALLPA ESSALUD,2019,3_ANIOS,INFLUENZA,ABRIL,CORONEL PORTILLO,CALLERIA,,168924,998497,0.0,0
12865,HOSPITAL II PUCALLPA ESSALUD,2019,3_ANIOS,INFLUENZA,AGOSTO,CORONEL PORTILLO,CALLERIA,,168924,3650033,0.0,0
12866,HOSPITAL II PUCALLPA ESSALUD,2019,3_ANIOS,INFLUENZA,DICIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,1953340,0.0,0
12867,HOSPITAL II PUCALLPA ESSALUD,2019,3_ANIOS,INFLUENZA,ENERO,CORONEL PORTILLO,CALLERIA,,168924,924269,0.0,0
12868,HOSPITAL II PUCALLPA ESSALUD,2019,3_ANIOS,INFLUENZA,FEBRERO,CORONEL PORTILLO,CALLERIA,,168924,1000320,0.0,0
12869,HOSPITAL II PUCALLPA ESSALUD,2019,3_ANIOS,INFLUENZA,JULIO,CORONEL PORTILLO,CALLERIA,,168924,1352080,0.0,0
12870,HOSPITAL II PUCALLPA ESSALUD,2019,3_ANIOS,INFLUENZA,JUNIO,CORONEL PORTILLO,CALLERIA,,168924,1235133,0.0,0
12871,HOSPITAL II PUCALLPA ESSALUD,2019,3_ANIOS,INFLUENZA,MARZO,CORONEL PORTILLO,CALLERIA,,168924,1003216,0.0,0
12872,HOSPITAL II PUCALLPA ESSALUD,2019,3_ANIOS,INFLUENZA,MAYO,CORONEL PORTILLO,CALLERIA,,168924,1030125,0.0,0
12873,HOSPITAL II PUCALLPA ESSALUD,2019,3_ANIOS,INFLUENZA,NOVIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,1813790,0.0,0
12874,HOSPITAL II PUCALLPA ESSALUD,2019,3_ANIOS,INFLUENZA,OCTUBRE,CORONEL PORTILLO,CALLERIA,,168924,619318,0.0,0
12875,HOSPITAL II PUCALLPA ESSALUD,2019,3_ANIOS,INFLUENZA,SETIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,85800,0.0,0
12876,HOSPITAL II PUCALLPA ESSALUD,2019,4_ANIOS,APO2,ABRIL,CORONEL PORTILLO,CALLERIA,,168924,998497,0.0,0
12877,HOSPITAL II PUCALLPA ESSALUD,2019,4_ANIOS,APO2,AGOSTO,CORONEL PORTILLO,CALLERIA,,168924,3650033,0.0,0
12878,HOSPITAL II PUCALLPA ESSALUD,2019,4_ANIOS,APO2,DICIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,1953340,0.0,0
12879,HOSPITAL II PUCALLPA ESSALUD,2019,4_ANIOS,APO2,ENERO,CORONEL PORTILLO,CALLERIA,,168924,924269,0.0,0
12880,HOSPITAL II PUCALLPA ESSALUD,2019,4_ANIOS,APO2,FEBRERO,CORONEL PORTILLO,CALLERIA,,168924,1000320,0.0,0
12881,HOSPITAL II PUCALLPA ESSALUD,2019,4_ANIOS,APO2,JULIO,CORONEL PORTILLO,CALLERIA,,168924,1352080,0.0,0
12882,HOSPITAL II PUCALLPA ESSALUD,2019,4_ANIOS,APO2,JUNIO,CORONEL PORTILLO,CALLERIA,,168924,1235133,0.0,0
12883,HOSPITAL II PUCALLPA ESSALUD,2019,4_ANIOS,APO2,MARZO,CORONEL PORTILLO,CALLERIA,,168924,1003216,0.0,0
12884,HOSPITAL II PUCALLPA ESSALUD,2019,4_ANIOS,APO2,MAYO,CORONEL PORTILLO,CALLERIA,,168924,1030125,0.0,0
12885,HOSPITAL II PUCALLPA ESSALUD,2019,4_ANIOS,APO2,NOVIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,1813790,0.0,0
12886,HOSPITAL II PUCALLPA ESSALUD,2019,4_ANIOS,APO2,OCTUBRE,CORONEL PORTILLO,CALLERIA,,168924,619318,0.0,0
12887,HOSPITAL II PUCALLPA ESSALUD,2019,4_ANIOS,APO2,SETIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,85800,0.0,0
12888,HOSPITAL II PUCALLPA ESSALUD,2019,4_ANIOS,DPT2,ABRIL,CORONEL PORTILLO,CALLERIA,,168924,998497,0.0,0
12889,HOSPITAL II PUCALLPA ESSALUD,2019,4_ANIOS,DPT2,AGOSTO,CORONEL PORTILLO,CALLERIA,,168924,3650033,0.0,0
12890,HOSPITAL II PUCALLPA ESSALUD,2019,4_ANIOS,DPT2,DICIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,1953340,0.0,0
12891,HOSPITAL II PUCALLPA ESSALUD,2019,4_ANIOS,DPT2,ENERO,CORONEL PORTILLO,CALLERIA,,168924,924269,0.0,0
12892,HOSPITAL II PUCALLPA ESSALUD,2019,4_ANIOS,DPT2,FEBRERO,CORONEL PORTILLO,CALLERIA,,168924,1000320,0.0,0
12893,HOSPITAL II PUCALLPA ESSALUD,2019,4_ANIOS,DPT2,JULIO,CORONEL PORTILLO,CALLERIA,,168924,1352080,0.0,0
12894,HOSPITAL II PUCALLPA ESSALUD,2019,4_ANIOS,DPT2,JUNIO,CORONEL PORTILLO,CALLERIA,,168924,1235133,0.0,0
12895,HOSPITAL II PUCALLPA ESSALUD,2019,4_ANIOS,DPT2,MARZO,CORONEL PORTILLO,CALLERIA,,168924,1003216,0.0,0
12896,HOSPITAL II PUCALLPA ESSALUD,2019,4_ANIOS,DPT2,MAYO,CORONEL PORTILLO,CALLERIA,,168924,1030125,0.0,0
12897,HOSPITAL II PUCALLPA ESSALUD,2019,4_ANIOS,DPT2,NOVIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,1813790,0.0,0
12898,HOSPITAL II PUCALLPA ESSALUD,2019,4_ANIOS,DPT2,OCTUBRE,CORONEL PORTILLO,CALLERIA,,168924,619318,0.0,0
12899,HOSPITAL II PUCALLPA ESSALUD,2019,4_ANIOS,DPT2,SETIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,85800,0.0,0
12900,HOSPITAL II PUCALLPA ESSALUD,2019,<1_ANIO,APO,ABRIL,CORONEL PORTILLO,CALLERIA,,168924,998497,0.0,0
12901,HOSPITAL II PUCALLPA ESSALUD,2019,<1_ANIO,APO,AGOSTO,CORONEL PORTILLO,CALLERIA,,168924,3650033,0.0,0
12902,HOSPITAL II PUCALLPA ESSALUD,2019,<1_ANIO,APO,DICIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,1953340,0.0,0
12903,HOSPITAL II PUCALLPA ESSALUD,2019,<1_ANIO,APO,ENERO,CORONEL PORTILLO,CALLERIA,,168924,924269,0.0,0
12904,HOSPITAL II PUCALLPA ESSALUD,2019,<1_ANIO,APO,FEBRERO,CORONEL PORTILLO,CALLERIA,,168924,1000320,0.0,0
12905,HOSPITAL II PUCALLPA ESSALUD,2019,<1_ANIO,APO,JULIO,CORONEL PORTILLO,CALLERIA,,168924,1352080,0.0,0
12906,HOSPITAL II PUCALLPA ESSALUD,2019,<1_ANIO,APO,JUNIO,CORONEL PORTILLO,CALLERIA,,168924,1235133,0.0,0
12907,HOSPITAL II PUCALLPA ESSALUD,2019,<1_ANIO,APO,MARZO,CORONEL PORTILLO,CALLERIA,,168924,1003216,0.0,0
12908,HOSPITAL II PUCALLPA ESSALUD,2019,<1_ANIO,APO,MAYO,CORONEL PORTILLO,CALLERIA,,168924,1030125,0.0,0
12909,HOSPITAL II PUCALLPA ESSALUD,2019,<1_ANIO,APO,NOVIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,1813790,0.0,0
12910,HOSPITAL II PUCALLPA ESSALUD,2019,<1_ANIO,APO,OCTUBRE,CORONEL PORTILLO,CALLERIA,,168924,619318,0.0,0
12911,HOSPITAL II PUCALLPA ESSALUD,2019,<1_ANIO,APO,SETIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,85800,0.0,0
12912,HOSPITAL II PUCALLPA ESSALUD,2019,<1_ANIO,PENTA,ABRIL,CORONEL PORTILLO,CALLERIA,,168924,998497,0.0,0
12913,HOSPITAL II PUCALLPA ESSALUD,2019,<1_ANIO,PENTA,AGOSTO,CORONEL PORTILLO,CALLERIA,,168924,3650033,0.0,0
12914,HOSPITAL II PUCALLPA ESSALUD,2019,<1_ANIO,PENTA,DICIEMBRE,CORONEL PORTILLO,CALLERIA,,168924,1953340,0.0,0
